DATE,Temperature,Ws,Rain,RH,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Region,fire_label
2017-07-24,32,17,0.0,86,81.1,14.0,68.8,3.0,18.5,4.7,not fire,Tipaza,0
2017-07-25,31,16,0.0,73,84.4,16.0,77.6,4.3,21.1,7.2,not fire,Tipaza,0
2017-07-26,31,18,0.0,67,86.0,18.5,86.9,6.0,24.4,10.3,not fire,Tipaza,0
2017-07-27,34,12,0.0,47,89.9,22.9,96.7,7.7,28.8,13.8,not fire,Tipaza,0
2017-07-28,37,13,0.0,35,92.9,28.7,107.1,12.4,34.4,21.6,fire,Tipaza,1
2017-07-29,35,12,0.0,44,92.6,33.5,117.1,11.3,39.0,21.5,fire,Tipaza,1
2017-07-30,35,11,0.8,61,73.8,15.5,87.9,1.3,21.5,1.7,not fire,Tipaza,0
2017-07-31,39,7,1.3,43,87.6,17.6,98.6,4.3,24.3,7.8,not fire,Tipaza,0
2017-08-01,42,15,5.5,38,89.0,8.4,11.3,8.0,8.1,7.6,not fire,Tipaza,0
2017-08-02,38,16,3.8,44,84.3,8.3,10.5,4.3,8.0,4.1,not fire,Tipaza,0
2017-08-03,36,8,2.5,41,79.5,8.3,10.2,1.6,7.9,0.9,not fire,Tipaza,0
2017-08-04,35,13,0.9,66,71.4,6.2,10.0,1.3,6.0,0.6,not fire,Tipaza,0
2017-08-05,34,10,0.1,68,77.9,6.9,19.8,1.6,7.4,0.8,not fire,Tipaza,0
2017-08-06,34,13,0.0,78,83.1,8.7,29.7,3.2,10.0,3.3,not fire,Tipaza,0
2017-08-07,35,11,0.0,70,86.0,11.2,39.7,6.3,13.1,7.7,not fire,Tipaza,0
2017-08-08,38,19,0.0,33,83.1,17.4,50.2,16.2,18.6,19.6,fire,Tipaza,1
2017-08-09,35,17,0.0,49,86.0,13.6,49.1,4.7,16.1,6.6,not fire,Tipaza,0
2017-08-10,29,19,0.3,81,93.4,11.9,58.0,1.5,15.7,1.6,not fire,Tipaza,0
2017-08-11,29,16,0.1,78,83.9,10.6,66.9,1.4,15.2,1.3,not fire,Tipaza,0
2017-08-12,29,15,0.4,81,72.0,6.4,59.5,0.6,10.0,0.4,not fire,Tipaza,0
2017-08-13,31,14,0.0,77,71.2,8.1,68.8,1.8,12.5,1.8,not fire,Tipaza,0
2017-08-14,34,12,0.7,67,55.9,6.1,48.3,1.1,9.2,0.6,not fire,Tipaza,0
2017-08-15,38,11,0.0,39,77.2,11.7,58.8,8.8,15.6,11.2,not fire,Tipaza,0
2017-08-16,33,14,0.2,62,69.3,9.8,61.8,1.9,14.1,2.2,not fire,Tipaza,0
2017-08-17,31,14,0.0,85,91.1,11.0,71.1,2.0,15.8,2.6,not fire,Tipaza,0
2017-08-18,33,10,0.0,72,78.2,13.2,80.7,3.3,18.7,5.2,fire,Tipaza,1
2017-08-19,33,15,0.0,72,80.7,15.4,90.4,4.8,21.6,7.9,not fire,Tipaza,0
2017-08-20,31,15,0.0,79,84.7,17.0,99.6,4.7,23.8,8.2,not fire,Tipaza,0
2017-08-21,30,16,0.0,76,85.4,18.8,108.7,4.9,26.2,9.1,not fire,Tipaza,0
2017-08-22,30,14,0.0,57,85.3,21.9,117.8,6.1,29.9,11.7,not fire,Tipaza,0
2017-08-23,33,12,0.0,51,85.3,25.8,127.5,7.0,34.3,14.0,fire,Tipaza,1
2017-08-24,34,11,0.0,45,89.2,30.4,137.3,8.0,39.1,16.7,fire,Tipaza,1
2017-08-25,33,9,0.2,62,90.5,22.3,138.9,1.3,31.8,2.6,not fire,Tipaza,0
2017-08-26,36,8,0.0,58,76.0,26.0,149.0,4.3,36.1,9.7,not fire,Tipaza,0
2017-08-27,37,7,0.5,39,87.2,17.2,133.8,2.2,26.0,4.3,not fire,Tipaza,0
2017-08-28,33,18,5.2,45,79.1,10.4,8.6,2.6,10.0,2.5,not fire,Tipaza,0
2017-08-29,32,12,0.2,48,80.3,10.0,13.2,2.1,9.7,1.9,not fire,Tipaza,0
2017-08-30,28,14,1.2,86,43.7,4.9,8.7,0.1,4.8,0.1,not fire,Tipaza,0
2017-08-31,31,14,3.5,81,48.1,3.1,9.3,0.3,3.4,0.1,not fire,Tipaza,0
2017-09-01,32,15,0.1,59,82.3,6.5,22.5,3.1,7.5,2.7,not fire,Tipaza,0
2017-09-02,26,17,0.6,84,49.4,3.4,6.4,0.4,3.3,0.1,not fire,Tipaza,0
2017-09-03,30,10,0.0,63,78.8,5.4,13.5,1.7,5.4,0.7,not fire,Tipaza,0
2017-09-04,30,15,0.0,28,92.0,9.4,20.6,12.2,9.4,11.6,fire,Tipaza,1
2017-09-05,30,15,0.2,53,90.3,12.0,27.7,9.5,12.0,10.6,fire,Tipaza,1
2017-09-06,30,13,0.0,54,78.0,9.6,28.6,1.8,10.4,1.5,not fire,Tipaza,0
2017-09-07,28,18,1.5,76,57.1,5.0,6.7,0.8,4.7,0.3,not fire,Tipaza,0
2017-09-08,30,11,0.0,70,79.0,6.7,13.8,1.8,6.6,0.9,not fire,Tipaza,0
2017-09-09,32,33,0.0,38,91.0,10.3,21.3,26.2,10.2,21.4,fire,Tipaza,1
2017-09-10,23,23,11.5,69,58.1,5.1,5.8,1.2,4.8,0.5,not fire,Tipaza,0
2017-09-11,28,10,0.0,42,85.0,8.1,12.6,3.5,7.9,3.2,not fire,Tipaza,0
2017-09-12,30,15,0.0,33,91.6,11.8,19.7,11.5,11.6,12.2,fire,Tipaza,1
2017-09-13,29,11,0.0,75,86.4,13.2,26.6,5.1,13.1,6.4,not fire,Tipaza,0
2017-09-14,31,14,0.0,42,90.3,16.5,33.9,9.0,16.4,11.8,fire,Tipaza,1
2017-09-15,31,13,0.5,56,73.7,10.1,21.8,1.4,10.0,0.8,not fire,Tipaza,0
2017-09-16,28,18,0.1,41,83.8,10.6,28.5,4.5,11.0,5.1,not fire,Tipaza,0
2017-09-17,26,10,0.0,75,83.9,11.8,34.9,3.0,12.8,3.6,not fire,Tipaza,0
2017-09-18,27,20,0.0,77,82.6,12.1,37.9,4.2,13.5,5.4,not fire,Tipaza,0
2017-09-19,25,15,0.0,60,85.8,14.0,44.1,5.0,15.6,6.9,not fire,Tipaza,0
2017-09-20,26,12,0.0,74,85.6,15.2,50.5,4.2,17.4,6.3,not fire,Tipaza,0
2017-09-21,30,7,0.0,39,90.4,18.6,57.6,6.4,20.6,10.0,fire,Tipaza,1
2017-09-22,29,8,0.5,51,70.3,11.2,44.0,0.9,13.7,0.7,not fire,Tipaza,0
2017-09-23,30,12,0.0,50,86.5,14.0,51.1,4.8,16.6,6.9,not fire,Tipaza,0
2017-09-24,26,13,0.2,86,55.9,9.0,50.9,0.6,12.5,0.4,not fire,Tipaza,0
2017-09-25,27,11,0.0,60,80.0,11.0,57.5,2.0,14.9,2.4,not fire,Tipaza,0
2017-09-26,27,12,0.0,59,85.7,13.1,64.0,4.3,17.3,6.3,not fire,Tipaza,0
2017-09-27,24,15,0.0,82,83.7,13.9,70.1,3.7,18.6,5.8,not fire,Tipaza,0
2017-09-28,25,13,0.0,83,83.3,14.7,76.3,3.2,19.8,5.2,not fire,Tipaza,0
2017-09-29,24,13,0.8,87,39.7,6.7,46.8,0.1,9.9,0.0,not fire,Tipaza,0
2017-09-30,24,11,0.0,88,57.3,7.3,52.8,0.6,10.8,0.4,not fire,Tipaza,0
2021-06-01,28,25,2.3,64,68.4,4.9,8.4,2.1,4.7,0.9,not fire,Setif,0
2021-06-02,29,13,2.5,54,67.2,5.3,8.6,1.1,5.1,0.5,not fire,Setif,0
2021-06-03,28,18,4.3,58,66.5,5.0,8.4,1.4,4.9,0.6,not fire,Setif,0
2021-06-04,28,15,0.2,55,74.1,5.8,11.0,1.6,5.7,0.7,not fire,Setif,0
2021-06-05,28,8,4.2,64,56.4,4.8,8.4,0.5,4.6,0.2,not fire,Setif,0
2021-06-06,24,16,0.8,56,61.7,4.6,7.7,1.0,4.4,0.4,not fire,Setif,0
2021-06-07,24,12,0.1,77,64.3,4.4,15.4,0.9,5.2,0.4,not fire,Setif,0
2021-06-08,25,19,0.0,65,81.2,6.8,23.4,3.4,7.9,3.1,not fire,Setif,0
2021-06-09,26,22,0.0,40,89.2,11.1,31.4,11.6,11.8,12.3,not fire,Setif,0
2021-06-10,26,21,0.0,40,90.1,15.4,39.5,12.5,15.6,14.8,fire,Setif,1
2021-06-11,28,17,0.0,48,90.1,19.4,48.0,10.3,19.4,14.2,fire,Setif,1
2021-06-12,29,11,0.0,44,90.2,23.8,56.6,7.7,23.8,12.4,fire,Setif,1
2021-06-13,31,19,0.0,35,91.9,29.3,65.6,13.9,29.3,21.6,fire,Setif,1
2021-06-14,32,18,0.0,34,92.3,35.1,74.7,14.8,35.0,24.6,fire,Setif,1
2021-06-15,33,7,2.4,39,76.1,15.5,9.3,1.2,14.9,0.9,not fire,Setif,0
2021-06-16,31,26,1.7,44,79.9,10.6,9.0,4.2,10.2,4.6,not fire,Setif,0
2021-06-17,33,28,0.4,31,87.7,11.2,9.3,12.3,10.7,12.4,not fire,Setif,0
2021-06-18,33,32,1.2,38,85.6,10.1,9.3,11.4,9.6,11.1,not fire,Setif,0
2021-06-19,35,39,0.9,38,88.1,10.0,9.7,23.4,9.6,19.3,fire,Setif,1
2021-06-20,36,42,0.1,39,91.0,13.4,19.6,40.8,13.2,32.1,fire,Setif,1
2021-06-21,35,36,0.0,42,91.3,18.9,29.3,31.8,18.7,31.3,fire,Setif,1
2021-06-22,34,23,0.0,39,91.7,24.6,38.8,17.5,24.3,23.3,fire,Setif,1
2021-06-23,29,12,0.2,53,77.2,19.2,41.1,1.6,19.1,2.2,not fire,Setif,0
2021-06-24,35,32,1.0,51,83.5,12.3,9.8,8.6,11.8,9.7,not fire,Setif,0
2021-06-25,35,39,0.7,45,86.5,10.5,9.7,18.7,10.1,16.6,fire,Setif,1
2021-06-26,34,50,0.4,28,91.3,11.6,9.5,64.4,11.1,40.7,fire,Setif,1
2021-06-27,36,35,0.1,31,92.5,15.6,19.4,35.5,15.2,31.0,fire,Setif,1
2021-06-28,34,19,0.0,49,91.6,20.3,28.9,13.9,20.0,18.1,fire,Setif,1
2021-06-29,38,30,0.0,26,95.0,27.9,39.2,39.2,27.6,42.3,fire,Setif,1
2021-06-30,38,39,0.0,32,95.0,34.9,49.4,62.0,34.6,62.0,fire,Setif,1
2021-07-01,37,14,0.0,42,91.4,11.2,25.4,10.5,11.1,11.1,fire,Setif,1
2021-07-02,37,21,0.0,40,92.0,16.6,35.7,16.5,16.5,18.8,fire,Setif,1
2021-07-03,38,30,0.0,27,94.8,23.3,46.3,38.1,23.1,38.6,fire,Setif,1
2021-07-04,39,21,0.0,22,96.0,30.6,57.0,28.7,30.4,36.1,fire,Setif,1
2021-07-05,38,13,0.0,16,97.2,38.3,67.5,22.3,38.1,33.8,fire,Setif,1
2021-07-06,39,23,0.0,21,97.2,45.8,78.3,37.1,45.5,50.9,fire,Setif,1
2021-07-07,38,37,0.0,25,96.7,52.6,88.8,70.5,52.4,79.7,fire,Setif,1
2021-07-08,35,18,0.0,32,95.0,58.4,98.8,21.4,58.1,40.0,fire,Setif,1
2021-07-09,36,26,0.0,75,87.2,60.6,109.0,10.7,60.4,25.6,fire,Setif,1
2021-07-10,37,23,0.0,30,93.9,66.9,119.4,23.5,66.6,45.3,fire,Setif,1
2021-07-11,39,24,0.0,31,94.2,73.4,130.1,25.9,73.1,50.3,fire,Setif,1
2021-07-12,40,27,0.3,18,95.4,49.5,127.4,35.8,50.2,52.0,fire,Setif,1
2021-07-13,30,25,0.3,46,82.0,31.9,123.1,5.0,38.7,11.6,not fire,Setif,0
2021-07-14,30,10,0.0,84,82.7,33.3,133.2,2.6,41.0,6.7,not fire,Setif,0
2021-07-15,32,30,0.1,55,85.1,31.1,142.7,9.7,40.2,19.5,fire,Setif,1
2021-07-16,32,18,0.0,80,85.2,32.6,152.1,5.3,42.5,12.7,not fire,Setif,0
2021-07-17,29,22,0.0,50,88.5,36.1,161.1,10.5,46.3,22.2,fire,Setif,1
2021-07-18,30,21,0.0,43,90.2,40.3,170.2,12.7,50.6,26.4,fire,Setif,1
2021-07-19,30,19,0.0,49,90.2,44.0,179.3,11.5,54.6,25.7,fire,Setif,1
2021-07-20,32,10,0.0,46,90.3,48.2,188.7,7.4,58.9,19.4,fire,Setif,1
2021-07-21,33,22,0.0,46,90.3,52.6,198.4,13.6,63.2,30.9,fire,Setif,1
2021-07-22,35,11,0.0,33,92.9,58.2,208.4,11.3,68.6,28.4,fire,Setif,1
2021-07-23,35,17,0.0,29,93.9,64.3,218.4,17.4,74.0,39.3,fire,Setif,1
2021-07-24,37,15,0.0,26,94.8,70.9,228.7,18.0,79.9,41.7,fire,Setif,1
2021-07-25,37,29,0.6,24,92.2,39.6,201.3,25.4,53.1,42.8,fire,Setif,1
2021-07-26,34,36,0.2,25,92.1,31.9,201.6,35.2,45.7,49.3,fire,Setif,1
2021-07-27,35,32,0.0,40,92.1,36.9,211.6,29.0,51.4,46.0,fire,Setif,1
2021-07-28,35,22,0.0,33,93.1,42.6,221.6,20.0,57.6,38.2,fire,Setif,1
2021-07-29,37,23,0.0,26,94.8,49.2,232.0,26.9,64.3,48.6,fire,Setif,1
2021-07-30,38,22,0.3,25,92.5,34.7,225.1,18.4,50.1,33.8,fire,Setif,1
2021-07-31,38,28,0.3,22,93.7,25.9,218.6,29.5,39.9,41.5,fire,Setif,1
2021-08-01,36,23,0.0,33,93.0,11.1,24.5,20.9,11.1,18.8,fire,Setif,1
2021-08-02,37,36,0.0,59,90.3,14.4,34.1,27.4,14.3,25.4,fire,Setif,1
2021-08-03,36,33,0.0,39,92.0,19.0,43.6,30.2,19.0,30.5,fire,Setif,1
2021-08-04,37,43,0.0,22,95.7,25.2,53.3,82.8,25.1,64.9,fire,Setif,1
2021-08-05,33,12,0.0,60,89.9,28.0,62.2,7.7,27.9,13.6,not fire,Setif,0
2021-08-06,36,18,0.0,45,90.9,32.2,71.7,12.1,32.1,20.4,fire,Setif,1
2021-08-07,37,26,0.0,29,94.2,37.8,81.4,28.6,37.7,39.6,fire,Setif,1
2021-08-08,39,30,0.0,26,95.2,43.9,91.4,40.3,43.8,52.7,fire,Setif,1
2021-08-09,39,32,0.0,23,95.8,50.3,101.4,48.7,50.1,62.7,fire,Setif,1
2021-08-10,38,39,0.0,19,96.5,56.8,111.3,76.6,56.6,86.5,fire,Setif,1
2021-08-11,38,27,0.0,21,96.6,63.2,121.1,41.8,63.0,63.2,fire,Setif,1
2021-08-12,38,18,0.0,18,96.8,69.8,131.0,28.6,69.6,52.3,fire,Setif,1
2021-08-13,39,26,0.0,16,97.3,76.8,141.0,30.9,76.5,57.3,fire,Setif,1
2021-08-14,36,27,0.0,19,97.4,83.0,150.5,24.2,82.7,51.0,fire,Setif,1
2021-08-15,36,19,0.0,22,97.0,88.9,160.0,26.7,88.6,56.0,fire,Setif,1
2021-08-16,36,19,0.0,27,96.0,94.5,169.4,70.8,94.2,102.5,fire,Setif,1
2021-08-17,34,14,0.1,35,90.3,80.0,178.6,12.8,79.9,33.3,fire,Setif,1
2021-08-18,31,17,0.0,82,84.8,81.2,187.2,4.8,81.1,16.9,not fire,Setif,0
2021-08-19,34,18,2.0,41,81.7,36.6,84.8,3.2,36.5,7.7,not fire,Setif,0
2021-08-20,33,21,1.6,41,78.4,15.7,21.7,1.8,15.5,2.1,not fire,Setif,0
2021-08-21,35,17,0.0,52,88.9,19.3,31.0,12.3,19.1,16.1,fire,Setif,1
2021-08-22,35,17,0.0,33,92.9,24.3,40.3,22.9,24.1,28.0,fire,Setif,1
2021-08-23,34,12,4.9,25,87.9,13.0,9.1,10.1,12.4,11.3,not fire,Setif,0
2021-08-24,33,24,1.2,41,80.4,9.3,8.9,2.5,8.9,2.3,not fire,Setif,0
2021-08-25,34,25,2.3,36,83.9,8.2,9.1,5.0,7.8,4.8,not fire,Setif,0
2021-08-26,34,23,1.0,51,81.1,6.8,9.1,4.3,6.5,3.7,not fire,Setif,0
2021-08-27,34,15,0.0,68,85.9,9.1,18.2,5.1,9.0,5.2,not fire,Setif,0
2021-08-28,36,20,0.0,36,92.4,14.1,27.7,16.5,13.9,17.4,fire,Setif,1
2021-08-29,34,17,0.3,54,81.0,10.7,26.3,3.0,10.7,3.2,not fire,Setif,0
2021-08-30,34,21,0.0,62,87.1,13.4,35.5,8.1,13.8,9.9,not fire,Setif,0
2021-08-31,32,12,0.1,33,88.2,15.0,44.2,6.1,16.2,8.4,not fire,Setif,0
2021-09-01,34,26,0.8,67,75.9,4.4,7.8,3.0,4.2,1.7,not fire,Setif,0
2021-09-02,34,23,0.0,46,89.6,7.7,15.6,12.9,7.6,11.2,not fire,Setif,0
2021-09-03,37,28,0.5,40,88.3,7.4,8.4,13.7,7.1,11.3,not fire,Setif,0
2021-09-04,36,19,0.0,43,91.2,11.2,16.5,13.2,10.9,13.2,fire,Setif,1
2021-09-05,35,15,0.0,72,87.7,13.0,24.6,6.5,12.8,7.9,not fire,Setif,0
2021-09-06,33,9,0.0,40,91.0,16.6,32.2,7.8,16.5,10.5,fire,Setif,1
2021-09-07,33,14,0.0,43,91.1,20.1,39.8,10.1,20.0,14.2,fire,Setif,1
2021-09-08,34,17,0.3,45,83.6,14.2,36.8,4.1,14.5,5.5,not fire,Setif,0
2021-09-09,33,22,0.1,57,84.3,13.7,44.5,5.8,15.5,7.9,not fire,Setif,0
2021-09-10,29,19,0.0,73,84.7,15.2,51.4,5.2,17.4,7.7,not fire,Setif,0
2021-09-11,29,20,0.0,59,87.0,17.4,58.3,7.6,19.9,11.3,not fire,Setif,0
2021-09-12,31,15,0.0,58,87.7,19.8,65.6,6.6,22.5,10.7,not fire,Setif,0
2021-09-13,32,11,0.0,50,89.2,22.7,73.1,6.6,25.6,11.4,not fire,Setif,0
2021-09-14,34,23,0.0,41,91.3,26.4,80.9,16.4,29.1,24.2,fire,Setif,1
2021-09-15,31,34,0.0,44,91.3,29.6,88.2,28.7,32.2,37.0,fire,Setif,1
2021-09-16,33,29,0.0,38,91.7,33.4,95.8,23.7,35.7,34.1,fire,Setif,1
2021-09-17,30,28,0.2,35,86.5,24.7,95.6,10.7,30.0,18.1,fire,Setif,1
2021-09-18,34,28,0.0,33,92.7,28.9,103.4,25.7,34.0,35.3,fire,Setif,1
2021-09-19,32,7,0.0,69,88.1,30.8,110.9,4.6,36.3,10.4,not fire,Setif,0
2021-09-20,21,14,2.0,75,47.2,10.3,22.2,0.2,10.2,0.1,not fire,Setif,0
2021-09-21,23,19,0.8,73,51.2,5.5,5.8,0.5,5.1,0.2,not fire,Setif,0
2021-09-22,29,20,1.0,74,59.3,3.4,6.9,1.1,3.3,0.4,not fire,Setif,0
2021-09-23,30,32,0.0,47,87.2,6.3,14.0,13.4,6.3,10.6,not fire,Setif,0
2021-09-24,34,41,0.0,33,92.8,10.5,21.9,50.1,10.4,33.8,fire,Setif,1
2021-09-26,33,29,0.0,28,93.7,18.9,37.5,31.3,18.8,31.0,fire,Setif,1
2021-06-01,34,36,1.3,51,83.4,6.7,9.5,10.4,6.5,8.7,not fire,Tiaret,0
2021-06-02,31,7,0.5,70,61.4,5.4,9.0,0.6,5.2,0.3,not fire,Tiaret,0
2021-06-03,31,20,4.6,61,69.8,5.1,9.0,1.7,5.0,0.7,not fire,Tiaret,0
2021-06-04,28,27,1.4,52,73.7,5.5,8.4,2.8,5.3,1.8,not fire,Tiaret,0
2021-06-05,33,27,6.1,64,74.4,5.1,9.3,2.9,5.0,1.8,not fire,Tiaret,0
2021-06-06,25,17,0.3,85,51.1,3.2,7.9,0.4,3.2,0.2,not fire,Tiaret,0
2021-06-07,27,13,0.0,73,74.9,5.2,16.2,1.5,5.8,0.7,not fire,Tiaret,0
2021-06-08,30,23,0.0,40,89.6,10.1,25.0,13.0,10.1,12.6,fire,Tiaret,1
2021-06-09,32,12,0.0,34,92.2,15.9,34.1,10.7,15.8,13.2,fire,Tiaret,1
2021-06-10,32,7,0.0,31,92.9,21.9,43.3,9.2,21.8,13.7,fire,Tiaret,1
2021-06-11,34,11,0.0,33,92.9,28.1,52.8,11.3,27.9,18.2,fire,Tiaret,1
2021-06-12,33,13,0.0,38,93.0,33.6,62.2,12.6,33.5,21.5,fire,Tiaret,1
2021-06-13,35,12,0.0,42,92.9,39.2,71.9,11.9,39.0,22.2,fire,Tiaret,1
2021-06-14,35,11,0.7,36,83.4,22.0,51.0,2.9,22.0,5.1,not fire,Tiaret,0
2021-06-15,37,28,1.1,37,88.3,14.7,14.8,13.8,14.3,15.4,fire,Tiaret,1
2021-06-16,31,21,0.1,49,85.4,15.8,23.8,6.4,15.6,8.6,not fire,Tiaret,0
2021-06-17,26,25,1.1,61,68.3,9.1,8.1,2.1,8.6,1.6,not fire,Tiaret,0
2021-06-18,34,44,0.2,53,85.6,9.4,11.7,20.9,9.1,17.4,not fire,Tiaret,0
2021-06-19,26,27,0.0,67,85.6,11.8,19.8,8.9,11.6,9.9,not fire,Tiaret,0
2021-06-20,27,18,0.0,71,85.7,13.9,28.1,5.7,13.8,7.3,not fire,Tiaret,0
2021-06-21,28,21,0.0,52,88.1,17.6,36.5,9.4,17.5,12.5,not fire,Tiaret,0
2021-06-22,26,20,0.0,58,88.1,20.6,44.6,9.0,20.5,13.1,not fire,Tiaret,0
2021-06-23,28,15,0.0,50,88.6,24.4,53.1,7.5,24.3,12.4,not fire,Tiaret,0
2021-06-24,34,21,0.0,50,89.7,29.0,62.6,11.8,28.9,19.0,fire,Tiaret,1
2021-06-25,35,22,0.0,62,89.4,32.6,72.3,11.9,32.6,20.3,fire,Tiaret,1
2021-06-26,32,24,0.0,60,89.2,36.1,81.4,12.9,36.1,22.6,fire,Tiaret,1
2021-06-27,32,19,0.0,65,88.4,39.2,90.6,8.9,39.1,18.0,fire,Tiaret,1
2021-06-28,31,21,0.1,33,89.0,38.3,99.6,10.7,39.1,20.6,fire,Tiaret,1
2021-06-29,32,19,0.0,35,92.0,44.0,108.8,14.8,44.0,27.4,fire,Tiaret,1
2021-06-30,32,22,0.0,31,92.9,50.0,117.9,19.7,50.0,35.3,fire,Tiaret,1
2021-07-01,35,18,0.0,45,90.5,10.7,25.0,11.4,10.6,11.6,fire,Tiaret,1
2021-07-02,39,22,0.0,30,94.3,17.3,35.7,23.8,17.2,24.8,fire,Tiaret,1
2021-07-03,38,24,0.0,29,94.4,23.8,46.3,26.3,23.6,30.4,fire,Tiaret,1
2021-07-04,36,18,0.0,23,95.5,30.7,56.6,22.9,30.5,31.1,fire,Tiaret,1
2021-07-05,39,14,0.0,26,95.5,37.6,67.4,18.8,37.4,30.0,fire,Tiaret,1
2021-07-06,37,22,0.0,23,95.6,44.5,77.7,28.4,44.3,42.4,fire,Tiaret,1
2021-07-07,34,28,0.0,30,95.1,50.3,87.5,35.7,50.1,51.8,fire,Tiaret,1
2021-07-08,32,17,0.2,44,84.0,37.3,89.9,4.3,37.3,10.0,not fire,Tiaret,0
2021-07-09,41,25,0.0,55,89.9,41.8,100.9,14.8,41.7,26.8,fire,Tiaret,1
2021-07-10,40,27,0.0,34,93.7,48.1,111.8,28.2,48.1,43.8,fire,Tiaret,1
2021-07-11,42,18,0.0,18,97.4,56.4,123.1,29.5,56.3,48.4,fire,Tiaret,1
2021-07-12,40,33,0.0,17,97.4,64.4,134.0,63.2,64.3,81.5,fire,Tiaret,1
2021-07-13,30,34,0.0,24,95.8,70.0,143.1,50.6,69.8,74.1,fire,Tiaret,1
2021-07-14,31,10,0.0,74,87.2,72.0,152.4,4.7,71.8,15.5,fire,Tiaret,1
2021-07-15,34,23,0.2,32,89.1,52.2,153.8,11.9,56.5,26.7,fire,Tiaret,1
2021-07-16,35,21,0.0,53,89.3,56.2,163.8,11.2,60.5,26.6,fire,Tiaret,1
2021-07-17,37,18,0.0,34,93.1,62.1,174.2,16.5,65.7,35.8,fire,Tiaret,1
2021-07-18,33,26,0.0,30,93.3,67.7,183.8,25.5,70.5,49.0,fire,Tiaret,1
2021-07-19,33,24,0.0,42,92.6,72.3,193.5,20.8,74.8,44.3,fire,Tiaret,1
2021-07-20,34,13,0.0,49,91.6,76.5,203.3,10.3,78.9,28.7,fire,Tiaret,1
2021-07-21,38,8,0.0,29,94.3,83.0,213.8,11.7,84.3,32.3,fire,Tiaret,1
2021-07-22,38,23,0.0,24,95.4,90.0,224.4,30.3,90.0,60.9,fire,Tiaret,1
2021-07-23,41,14,0.0,24,96.0,97.5,235.5,20.0,97.5,48.8,fire,Tiaret,1
2021-07-24,40,18,0.0,15,97.7,105.7,246.4,30.8,105.7,65.8,fire,Tiaret,1
2021-07-25,38,26,0.1,25,94.2,89.3,256.9,28.8,95.5,60.6,fire,Tiaret,1
2021-07-26,32,21,0.2,30,88.2,62.1,255.5,9.6,77.3,26.9,not fire,Tiaret,0
2021-07-27,34,17,0.0,58,88.3,65.6,265.3,7.9,81.0,24.2,fire,Tiaret,1
2021-07-28,40,32,0.0,33,93.9,72.0,276.2,37.2,87.2,68.0,fire,Tiaret,1
2021-07-29,38,23,0.0,25,95.2,78.9,286.8,28.4,93.5,59.6,fire,Tiaret,1
2021-07-30,39,21,0.0,24,95.6,86.1,297.5,27.2,99.9,59.6,fire,Tiaret,1
2021-07-31,39,27,0.0,22,96.1,93.4,308.2,38.9,106.3,76.0,fire,Tiaret,1
2021-08-01,32,19,0.0,27,93.3,10.3,22.5,17.8,10.2,16.2,fire,Tiaret,1
2021-08-02,34,19,0.0,41,93.0,14.0,30.3,17.0,13.9,17.8,fire,Tiaret,1
2021-08-03,33,18,0.0,81,85.4,15.1,37.9,5.5,15.2,7.5,not fire,Tiaret,0
2021-08-04,32,22,0.0,81,84.9,16.3,45.4,6.3,17.2,9.0,not fire,Tiaret,0
2021-08-05,34,14,0.0,35,92.1,20.3,53.2,11.6,20.8,16.1,fire,Tiaret,1
2021-08-06,37,16,0.0,33,93.4,24.9,61.6,15.5,24.9,21.6,fire,Tiaret,1
2021-08-07,34,18,0.0,35,93.4,28.9,69.4,17.3,28.9,25.0,fire,Tiaret,1
2021-08-08,35,19,0.0,34,93.5,33.2,77.4,18.3,33.1,27.7,fire,Tiaret,1
2021-08-09,42,33,0.0,43,93.5,37.5,86.7,37.3,37.5,46.8,fire,Tiaret,1
2021-08-10,41,42,0.0,11,98.6,44.2,95.8,116.7,44.1,99.6,fire,Tiaret,1
2021-08-11,41,22,0.0,19,98.4,50.3,104.8,41.4,50.2,56.8,fire,Tiaret,1
2021-08-12,41,23,0.0,15,98.5,56.7,113.9,43.8,56.5,62.0,fire,Tiaret,1
2021-08-13,41,25,0.0,13,98.5,63.2,123.0,48.8,63.0,69.3,fire,Tiaret,1
2021-08-14,40,26,0.0,15,98.6,69.4,131.9,51.7,69.2,74.7,fire,Tiaret,1
2021-08-15,39,18,0.0,18,98.3,75.3,140.6,33.3,75.0,59.4,fire,Tiaret,1
2021-08-16,38,25,0.0,22,97.4,80.7,149.2,42.0,80.4,70.6,fire,Tiaret,1
2021-08-17,36,29,0.0,25,96.4,85.6,157.4,45.3,85.4,75.7,fire,Tiaret,1
2021-08-18,33,16,0.0,61,89.7,88.0,165.0,9.1,87.7,27.8,fire,Tiaret,1
2021-08-19,35,13,0.0,41,91.4,91.8,173.0,10.1,91.5,30.4,fire,Tiaret,1
2021-08-20,36,18,0.0,55,90.8,94.8,181.2,11.9,94.5,34.5,fire,Tiaret,1
2021-08-21,38,22,0.0,33,93.5,99.4,189.7,21.4,99.1,51.3,fire,Tiaret,1
2021-08-22,38,20,0.0,25,95.2,104.7,198.3,24.4,104.3,56.9,fire,Tiaret,1
2021-08-23,37,27,0.0,37,94.1,108.8,206.5,29.6,108.5,65.0,fire,Tiaret,1
